system:index,%_MANCHA_ALT_DO_LOTE,%_MANCHA_NPMEN20_DO_LOTE,%_MANCHA_NPTOTAL_DO_LOTE,ArM2_TOTAL_MANCHA_ALT,ArM2_TOTAL_MANCHA_NPMEN20,ArM2_TOTAL_MANCHA_NPTOTAL,CEU,CEU_Nome,CO_CEP,CO_DISTRIT,CO_ENTIDAD,CO_MUNICIP,CO_ORGAO_R,CO_UF,DS_COMPLEM,DS_ENDEREC,IN_LOCAL_1,IN_LOCAL_F,IN_PATIO_D,IN_QUADRA_,IN_QUADR_1,IN_TERREIR,IN_VINCULO,IN_VIVEIRO,NO_BAIRRO,NO_ENTIDAD,NO_MUNICIP,NO_UF,NU_ANO_CEN,NU_DDD,NU_ENDEREC,NU_TELEFON,Nome,SG_UF,TP_DEPENDE,TP_LOCALIZ,TP_LOCAL_1,TP_SITUACA,TipoNome,eq_areap,eq_bairro,eq_categor,eq_cd_catg,eq_cd_dirt,eq_cd_dist,eq_cd_mec,eq_cd_subp,eq_cep,eq_classe,eq_compend,eq_diretor,eq_distr,eq_dre,eq_email,eq_ender,eq_enderec,eq_eol,eq_esfera,eq_fone1,eq_fone2,eq_id,eq_nome,eq_num,eq_regiao5,eq_regiao8,eq_setor,eq_subpref,eq_telefon,eq_tipo,eq_zona,eq_zona_1,layer,t_CodMec,t_NoEsco,t_NoLote,.geo
2_2_2_000000000000000002d8,0,0,0,0,0,0,,,5869270,355030819,35245159,3550308,19903,35,,RICHARD BOYLE,0,0,0,1,0,0,1,0,JARDIM SAO JOSE,EMEF DONATO SUSUMU KIMURA,São Paulo,São Paulo,2021,11,80,58725454,DONATO SUSUMU KIMURA,SP,3,1,0,1,EMEF DONATO SUSUMU KIMURA,"3,55031E+12",JARDIM SAO JOSE,ESCOLAS AUTONOMAS,1,10314,19,35245159,17,5869000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,CAPAO REDONDO,CAMPO LIMPO,EMEFDSKIMURA@SME.PREFEITURA.SP.GOV.BR,RICHARD BOYLE,RICHARD BOYLE 80,35245159,MUNICIPAL,1155140343,1158707447,4344,EMEF DONATO SUSUMU KIMURA,80,Sul,Sul 2,355030819000049,CAMPO LIMPO,1155140343 / 1158707447,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35245159,1953,1655,"{""type"":""Point"",""coordinates"":[-46.771646106531314,-23.67616622391898]}"
2_2_2_000000000000000002ee,0,0,0,0,0,0,,,5854080,355030819,35242248,3550308,19903,35,,DOMENICO FONTANA,0,0,0,1,0,0,1,0,PARQUE MARIA HELENA,EMEF GIANFRANCESCO GUARNIERI,São Paulo,São Paulo,2021,11,S/N,55114005,GIANFRANCESCO GUARNIERI,SP,3,1,0,1,EMEF GIANFRANCESCO GUARNIERI,"3,55031E+12",PARQUE MARIA HELENA,ESCOLAS AUTONOMAS,1,10314,19,35242248,17,5854000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,CAPAO REDONDO,CAMPO LIMPO,EMEFGIANGUARNIERI@SME.PREFEITURA.SP.GOV.BR,DOMENICO FONTANA,DOMENICO FONTANA SN,35242248,MUNICIPAL,1155114005,1158127374,4331,EMEF GIANFRANCESCO GUARNIERI,SN,Sul,Sul 2,355030819000122,CAMPO LIMPO,1155114005 / 1158127374,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35242248,1941,1643,"{""type"":""Point"",""coordinates"":[-46.76111137333771,-23.661759445024163]}"
2_2_2_000000000000000006a4,0,0,0,0,0,0,,,5887000,355030819,35418213,3550308,19903,35,,ANDORINHADOSBEIRAIS,0,0,1,1,1,0,1,0,JARDIM DOM JOSE,EMEF CAMPO LIMPO III -LUISA ROSARIA DE OLIVEIRA DIAS,São Paulo,São Paulo,2021,11,S/N,58214972,CAMPO LIMPO III,SP,3,1,0,1,EMEF CAMPO LIMPO III,"3,55031E+12",JARDIM DOM JOSE,ESCOLAS AUTONOMAS,1,10314,19,35418213,17,5887000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,SUL 2,CAPAO REDONDO,CAMPO LIMPO,EMEFCAMPOLIMPO3@SME.PREFEITURA.SP.GOV.BR,ANDORINHADOSBEIRAIS,ANDORINHADOSBEIRAIS SN,35418213,MUNICIPAL,1158214972,1158215820,5215,EMEF CAMPO LIMPO III -LUISA ROSARIA DE OLIVEIRA DIAS,SN,Sul,Sul 2,355030819000192,CAMPO LIMPO,1158214972 / 1158215820,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35418213,2243,1519,"{""type"":""Point"",""coordinates"":[-46.79459839486028,-23.67732728830391]}"
2_2_2_00000000000000000928,0,0,0,0,0,0,,,5856590,355030817,35359993,3550308,19903,35,,WALDEMAR CORDEIRO,0,0,1,1,1,0,1,0,COHAB MONET,EMEF JARDIM MITSUTANI I - PAULO PATARRA JORNALISTA,São Paulo,São Paulo,2021,11,101,58246946,JORNALISTA JARDIM MITSUTANI I,SP,3,1,0,1,EMEF JORNALISTA JARDIM MITSUTANI I,"3,55031E+12",COHAB MONET,ESCOLAS AUTONOMAS,1,10314,19,35359993,17,5856000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,TRAVESSA,SUL 2,CAPAO REDONDO,CAMPO LIMPO,JDMITSUTANI@SME.PREFEITURA.SP.GOV.BR,WALDEMAR CORDEIRO,WALDEMAR CORDEIRO 10,35359993,MUNICIPAL,1158246912,1158246946,5014,EMEF JARDIM MITSUTANI I - PAULO PATARRA JORNALISTA,10,Sul,Sul 2,355030819000197,CAMPO LIMPO,1158246912 / 1158246946,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35359993,2170,1501,"{""type"":""Point"",""coordinates"":[-46.79027635932283,-23.647996534944205]}"
2_2_2_00000000000000000a20,0,0,0,0,0,0,,,5885190,355030819,35070191,3550308,19903,35,,DA COSTA NOVA DO PRADO,0,0,0,1,0,0,1,0,JARDIM COMERCIAL,EMEF EUCLIDES DA CUNHA,São Paulo,São Paulo,2021,11,108,58732676,EUCLIDES DA CUNHA,SP,3,1,0,1,EMEF EUCLIDES DA CUNHA,"3,55031E+12",JARDIM COMERCIAL,ESCOLAS AUTONOMAS,1,10314,19,35070191,17,5885000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,CAPAO REDONDO,CAMPO LIMPO,EMEFECUNHA@SME.PREFEITURA.SP.GOV.BR,COSTA NOVA DO PRADO,COSTA NOVA DO PRADO 108,35070191,MUNICIPAL,1158725353,1158732676,2170,EMEF EUCLIDES DA CUNHA,108,Sul,Sul 2,355030819000020,CAMPO LIMPO,1158725353 / 1158732676,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35070191,1298,,"{""type"":""Point"",""coordinates"":[-46.779865433156445,-23.671464272188416]}"
2_2_2_0000000000000000007a,0,0,0,0,0,0,,,4412090,355030822,35053485,3550308,19923,35,,RIO GRANDE DO NORTE,0,0,0,1,1,0,1,0,AMERICANOPOLIS,EMEF HABIB CARLOS KYRILLOS DR,São Paulo,São Paulo,2021,11,299,56214087,DOUTOR HABIB CARLOS KYRILLOS,SP,3,1,0,1,EMEF DOUTOR HABIB CARLOS KYRILLOS,"3,55031E+12",AMERICANOPOLIS,ESCOLAS AUTONOMAS,1,10317,22,35053485,16,4412000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 1,CIDADE ADEMAR,SANTO AMARO,,RUA RIO GRANDE DO NORTE,RUA RIO GRANDE DO NORTE 299,35053485,MUNICIPAL,1156213511,1156214087,1839,EMEF HABIB CARLOS KYRILLOS DR,299,Sul,Sul 2,355030822000124,CIDADE ADEMAR,1156213511 / 1156214087,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35053485,985,1611,"{""type"":""Point"",""coordinates"":[-46.64578406775438,-23.675170259902686]}"
2_2_2_0000000000000000010e,0,0,0,0,0,0,,,4421180,355030822,35270404,3550308,19923,35,,FRANCESCO MARIA MELANI,0,0,1,1,0,0,1,0,JARDIM LUSO,EMEF LILIANE VERZINI SILVA PROFA,São Paulo,São Paulo,2021,11,S/N,56258594,PROFESSORA LILIANE VERZINI SILVA,SP,3,1,0,1,EMEF PROFESSORA LILIANE VERZINI SILVA,"3,55031E+12",JARDIM LUSO,ESCOLAS AUTONOMAS,1,10317,22,35270404,16,4421000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,SUL 1,CIDADE ADEMAR,SANTO AMARO,,RUA FRANCESCO M MILANI,RUA FRANCESCO M MILANI SN,35270404,MUNICIPAL,1156223217,1156256431,4504,EMEF LILIANE VERZINI SILVA PROFA,SN,Sul,Sul 2,355030822000254,CIDADE ADEMAR,1156223217 / 1156256431,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35270404,2006,1412,"{""type"":""Point"",""coordinates"":[-46.63832857368932,-23.69159670911613]}"
2_2_2_00000000000000000256,0,0,0,0,0,0,,,4434010,355030822,35200086,3550308,19923,35,,SELMA KURTZ,0,0,0,1,0,0,1,0,JARDIM MARIA LUIZA,EMEF PRESTES MAIA,São Paulo,São Paulo,2021,11,166,56128554,PRESTES MAIA,SP,3,1,0,1,EMEF PRESTES MAIA,"3,55031E+12",JARDIM MARTINI,ESCOLAS AUTONOMAS,1,10317,22,35200086,16,4439000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 1,CIDADE ADEMAR,SANTO AMARO,EMEFPMAIA@SME.PREFEITURA.SP.GOV.BR,RUA JOAO LANG ENGENHEIRO,RUA JOAO LANG ENGENHEIRO SN,35200086,MUNICIPAL,1156128553,1156128554,3984,EMEF PRESTES MAIA,SN,Sul,Sul 2,355030822000058,CIDADE ADEMAR,1156128553 / 1156128554,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35200086,1595,,"{""type"":""Point"",""coordinates"":[-46.665062924625815,-23.676048936952366]}"
2_2_2_000000000000000006fe,0,0,0,0,0,0,,,4429060,355030822,35410697,3550308,19923,35,,ESTAMPA ESPORTIVA,0,0,1,1,0,0,1,0,AMERICANOPOLIS,EMEF MARIA LUCIA DOS SANTOS PROFA,São Paulo,São Paulo,2021,11,55,56225684,PROFESSORA MARIA LUCIA DOS SANTOS,SP,3,1,0,1,EMEF PROFESSORA MARIA LUCIA DOS SANTOS,"3,55031E+12",AMERICANOPOLIS,ESCOLAS AUTONOMAS,1,10317,22,35410697,16,4429000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 1,CIDADE ADEMAR,SANTO AMARO,EMEFMLSANTOS@SME.PREFEITURA.SP.GOV.BR,ESTAMPA ESPORTIVA,ESTAMPA ESPORTIVA 54,35410697,MUNICIPAL,0,,5171,EMEF MARIA LUCIA DOS SANTOS PROFA,54,Sul,Sul 2,355030822000306,CIDADE ADEMAR,00 /,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35410697,2217,1609,"{""type"":""Point"",""coordinates"":[-46.663989317632726,-23.676203912107958]}"
2_2_2_000000000000000001dc,0,0,0,0,0,0,,,4937210,355030843,35098565,3550308,19903,35,,HAFIZ ABI CHEDID,0,0,0,1,1,0,1,0,VILA BOM JARDIM,EMEF DEZOITO DO FORTE,São Paulo,São Paulo,2021,11,110,58337555,DEZOITO DO FORTE,SP,3,1,0,1,EMEF DEZOITO DO FORTE,"3,55031E+12",VILA BOM JARDIM,ESCOLAS AUTONOMAS,1,10314,43,35098565,18,4937000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,JARDIM ANGELA,CAMPO LIMPO,EMEFDFORTE@SME.PREFEITURA.SP.GOV.BR,HAFIZ ABI CHEDID,HAFIZ ABI CHEDID 110,35098565,MUNICIPAL,1158314037,1158337555,2418,EMEF DEZOITO DO FORTE,110,Sul,Sul 2,355030843000183,M'BOI MIRIM,1158314037 / 1158337555,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35098565,1541,,"{""type"":""Point"",""coordinates"":[-46.75746477241797,-23.686359053802654]}"
2_2_2_000000000000000002c1,0,0,0,0,0,0,,,4951000,355030843,35513210,3550308,19903,35,,PERATUBA,0,0,1,1,0,0,1,0,CIDADE IPAVA,EMEF EDIVALDO DOS SANTOS DANTAS PROF,São Paulo,São Paulo,2021,11,S/N,55173098,PROFESSOR EDIVALDO DOS SANTOS DANTAS,SP,3,1,0,1,EMEF PROFESSOR EDIVALDO DOS SANTOS DANTAS,"3,55031E+12",CIDADE IPAVA,ESCOLAS AUTONOMAS,1,10314,43,35513210,18,4951000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,SUL 2,JARDIM ANGELA,CAMPO LIMPO,EMEFESDANTAS@SME.PREFEITURA.SP.GOV.BR,PERATUBA,PERATUBA 9,35513210,MUNICIPAL,1158926308,1158956591,6115,EMEF EDIVALDO DOS SANTOS DANTAS PROF,9,Sul,Sul 2,355030843000300,M'BOI MIRIM,1158926308 / 1158956591,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35513210,2406,,"{""type"":""Point"",""coordinates"":[-46.758887955113856,-23.723903922221936]}"
2_2_2_00000000000000000483,0,0,0,0,0,0,,,4939010,355030843,35054094,3550308,19903,35,,MARCELINO COELHO,0,0,0,1,1,0,1,0,JARDIM ANGELA ZONA SUL,EMEF MARIO MARQUES DE OLIVEIRA PROF,São Paulo,São Paulo,2021,11,297,58310145,PROFESSOR MARIO MARQUES DE OLIVEIRA,SP,3,1,0,1,EMEF PROFESSOR MARIO MARQUES DE OLIVEIRA,"3,55031E+12",JARDIM ANGELA ZONA SUL,ESCOLAS AUTONOMAS,1,10314,43,35054094,18,4939000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,JARDIM ANGELA,CAMPO LIMPO,EMEFMMOLIVEIRA@SME.PREFEITURA.SP.GOV.BR,MARCELINO COELHO,MARCELINO COELHO 297,35054094,MUNICIPAL,1158310145,1158311046,1900,EMEF MARIO MARQUES DE OLIVEIRA PROF,297,Sul,Sul 2,355030843000129,M'BOI MIRIM,1158310145 / 1158311046,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35054094,1046,,"{""type"":""Point"",""coordinates"":[-46.77152879056541,-23.68839504687987]}"
2_2_2_00000000000000000484,0,0,0,0,0,0,,,4937010,355030843,35054100,3550308,19903,35,,PROFESSOR BARROSO DO AMARAL,0,0,0,1,1,0,1,0,JARDIM PLANALTO,EMEF OLIVEIRA VIANA,São Paulo,São Paulo,2021,11,694,58311942,OLIVEIRA VIANA,SP,3,1,0,1,EMEF OLIVEIRA VIANA,"3,55031E+12",VILA SANTA LUCIA,ESCOLAS AUTONOMAS,1,10314,43,35054100,18,4937000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,JARDIM ANGELA,CAMPO LIMPO,EMEFOVIANA@SME.PREFEITURA.SP.GOV.BR,BARROSO DO AMARAL PROFESSOR,BARROSO DO AMARAL PROFESSOR 694,35054100,MUNICIPAL,1158310046,,1901,EMEF OLIVEIRA VIANA,694,Sul,Sul 2,355030843000159,M'BOI MIRIM,1158310046 /,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35054100,1047,,"{""type"":""Point"",""coordinates"":[-46.764283416917216,-23.68599015518536]}"
2_2_2_000000000000000006a5,0,0,0,0,0,0,,,5866050,355030843,35418250,3550308,19903,35,,JACQUES LE MERCIER,0,0,0,1,0,0,1,0,JARDIM MARIANE,EMEF MARLI FERRAZ TORRES BONFIM,São Paulo,São Paulo,2021,11,7,58333177,MARLI FERRAZ TORRES BONFIM,SP,3,1,0,1,EMEF MARLI FERRAZ TORRES BONFIM,"3,55031E+12",JARDIM MARIANE,ESCOLAS AUTONOMAS,1,10314,43,35418250,18,5866000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,JARDIM ANGELA,CAMPO LIMPO,EMEFMARLIFTBONFIM@SME.PREFEITURA.SP.GOV.BR,JACQUES LE MERCIER,JACQUES LE MERCIER 7,35418250,MUNICIPAL,1158163177,1158333056,5216,EMEF MARLI FERRAZ TORRES BONFIM,7,Sul,Sul 2,355030843000174,M'BOI MIRIM,1158163177 / 1158333056,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35418250,2244,2064,"{""type"":""Point"",""coordinates"":[-46.766699510662185,-23.679992283446317]}"
2_2_2_00000000000000000a70,0,0,0,0,0,0,,,4963160,355030843,35233959,3550308,19903,35,,RENE CASTERA,0,0,1,1,0,0,1,0,CHACARA DA ENSEADA,EMEF JOSE BLOTA JUNIOR DEP,São Paulo,São Paulo,2021,11,601,58968080,DEPUTADO JOSE BLOTA JUNIOR,SP,3,1,0,1,EMEF DEPUTADO JOSE BLOTA JUNIOR,"3,55031E+12",CHACARA DA ENSEADA,ESCOLAS AUTONOMAS,1,10314,43,35233959,18,4963000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 2,JARDIM ANGELA,CAMPO LIMPO,EMEFJBJUNIOR@SME.PREFEITURA.SP.GOV.BR,RENE CASTERA,RENE CASTERA 601,35233959,MUNICIPAL,1158965520,1158965577,4053,EMEF JOSE BLOTA JUNIOR DEP,601,Sul,Sul 2,355030843000256,M'BOI MIRIM,1158965520 / 1158965577,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35233959,1663,,"{""type"":""Point"",""coordinates"":[-46.77709062773509,-23.74899769056005]}"
2_2_2_0000000000000000015c,0,0,0,0,0,0,,,8190000,355030844,35055591,3550308,19925,35,,CORDAO DE SAO FRANCISCO,0,0,1,1,0,0,1,0,VILA AIMORE,EMEF ARMANDO CRIDEY RIGHETTI,São Paulo,São Paulo,2021,11,797,25865533,ARMANDO CRIDEY RIGHETTI,SP,3,1,0,1,EMEF ARMANDO CRIDEY RIGHETTI,"3,55031E+12",VILA AIMORE,ESCOLAS AUTONOMAS,1,10210,44,35055591,23,8190000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,JARDIM HELENA,SAO MIGUEL,EMEFACRIGHETTI@SME.PREFEITURA.SP.GOV.BR,CORDAO DE SAO FRANCISCO,CORDAO DE SAO FRANCISCO 797,35055591,MUNICIPAL,1125810360,1125840596,2048,EMEF ARMANDO CRIDEY RIGHETTI,797,Leste,Leste 2,355030844000188,SAO MIGUEL,1125810360 / 1125840596,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35055591,1194,,"{""type"":""Point"",""coordinates"":[-46.40158305161632,-23.49355317708725]}"
2_2_2_000000000000000002b0,0,0,0,0,0,0,,,8090290,355030844,35098760,3550308,19925,35,,SAO BRAS DO SUACUI,0,0,1,1,0,0,1,0,JARDIM HELENA,EMEF JOSE ERMIRIO DE MORAIS SEN,São Paulo,São Paulo,2021,11,159,25811484,SENADOR JOSE ERMIRIO DE MORAIS,SP,3,1,0,1,EMEF SENADOR JOSE ERMIRIO DE MORAIS,"3,55031E+12",JARDIM HELENA,ESCOLAS AUTONOMAS,1,10210,44,35098760,23,8090000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,JARDIM HELENA,SAO MIGUEL,EMEFJEMORAIS@SME.PREFEITURA.SP.GOV.BR,RUA SAO BRAS DO SUACUI,RUA SAO BRAS DO SUACUI 159,35098760,MUNICIPAL,1125811484,1125840444,2438,EMEF JOSE ERMIRIO DE MORAIS SEN,159,Leste,Leste 2,355030844000111,SAO MIGUEL,1125811484 / 1125840444,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35098760,1561,860,"{""type"":""Point"",""coordinates"":[-46.426459073732474,-23.478197841952145]}"
2_2_2_000000000000000006f8,0,0,0,0,0,0,,,8090580,355030844,35408463,3550308,19925,35,,DOS MURURES,0,0,0,1,1,0,1,0,JARDIM HELENA,EMEF MURURES,São Paulo,São Paulo,2021,11,434,25849411,MURURES,SP,3,1,0,1,EMEF MURURES,"3,55031E+12",JARDIM HELENA,ESCOLAS AUTONOMAS,1,10210,44,35408463,23,8090000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,JARDIM HELENA,SAO MIGUEL,EMEFMURURES@SME.PREFEITURA.SP.GOV.BR,MURURES,MURURES 434,35408463,MUNICIPAL,0,,5164,EMEF MURURES,434,Leste,Leste 2,355030844000081,SAO MIGUEL,00 /,EMEF,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35408463,2213,,"{""type"":""Point"",""coordinates"":[-46.41890526790867,-23.476240536509664]}"
2_2_2_00000000000000000806,0,0,0,0,0,0,,,8081410,355030844,35083948,3550308,19925,35,,ALTOS DO OITI,0,0,0,1,1,0,1,0,VILA HELENA,EMEF JOSE AMERICO DE ALMEIDA,São Paulo,São Paulo,2021,11,537,25810143,JOSE AMERICO DE ALMEIDA,SP,3,1,0,1,EMEF JOSE AMERICO DE ALMEIDA,"3,55031E+12",VILA HELENA,ESCOLAS AUTONOMAS,1,10210,44,35083948,23,8081000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,JARDIM HELENA,SAO MIGUEL,,RUA ALTOS DOS OITI,RUA ALTOS DOS OITI 537,35083948,MUNICIPAL,1125810143,1125814001,2229,EMEF JOSE AMERICO DE ALMEIDA,537,Leste,Leste 2,355030844000016,SAO MIGUEL,1125810143 / 1125814001,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35083948,1352,964,"{""type"":""Point"",""coordinates"":[-46.418295156562614,-23.48735458495361]}"
2_2_2_00000000000000000b54,0,0,0,0,0,0,,,8080650,355030844,35055682,3550308,19925,35,,DOUTOR JOSE DE PORCIUNCULA,0,0,0,1,0,0,1,0,PARQUE PAULISTANO,EMEF RAIMUNDO CORREIA,São Paulo,São Paulo,2021,11,986,25852273,RAIMUNDO CORREIA,SP,3,1,0,1,EMEF RAIMUNDO CORREIA,"3,55031E+12",PARQUE PAULISTANO,ESCOLAS AUTONOMAS,1,10210,44,35055682,23,8080000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,JARDIM HELENA,SAO MIGUEL,,JOSE DE PORCIUNCULA DOUTOR,JOSE DE PORCIUNCULA DOUTOR 986,35055682,MUNICIPAL,1125816835,1125852273,2057,EMEF RAIMUNDO CORREIA,986,Leste,Leste 2,355030844000060,SAO MIGUEL,1125816835 / 1125852273,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35055682,1203,864,"{""type"":""Point"",""coordinates"":[-46.422901272931895,-23.483148036811382]}"
2_2_2_0000000000000000021d,0,0,0,0,0,0,,,2083000,355030892,35054768,3550308,19928,35,,CRISTOVAO LINS,0,0,0,1,0,0,1,0,VILA ISOLINA MAZZEI,EMEF SHIRLEY GUIO PROFA,São Paulo,São Paulo,2021,11,611,22019779,PROFESSORA SHIRLEY GUIO,SP,3,1,0,1,EMEF PROFESSORA SHIRLEY GUIO,"3,55031E+12",VILA MUNHOZ,ESCOLAS AUTONOMAS,1,10104,92,35054768,7,2083000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 2,VILA MEDEIROS,JACANA/TREMEMBE,EMEFSGUIO@SME.PREFEITURA.SP.GOV.BR,RUA CRISTOVAO LINS,RUA CRISTOVAO LINS 611,35054768,MUNICIPAL,1129318216,1129499251,1966,EMEF SHIRLEY GUIO PROFA,611,Norte,Norte 1,355030892000177,VILA MARIA-VILA GUILHERME,1129318216 / 1129499251,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35054768,1112,256,"{""type"":""Point"",""coordinates"":[-46.5969432377488,-23.4953982848059]}"
2_2_2_0000000000000000003c,0,0,0,0,0,0,,,2911000,355030829,35053600,3550308,19908,35,,ENEIAS LUIS CARLOS BARBANTI,0,0,1,1,1,0,1,0,VILA ARCADIA,EMEF NILO PECANHA PRES,São Paulo,São Paulo,2021,11,660,39322970,PRESIDENTE NILO PECANHA,SP,3,1,0,1,EMEF PRESIDENTE NILO PECANHA,"3,55031E+12",FREGUESIA DO O,ESCOLAS AUTONOMAS,1,10101,29,35053600,3,2911000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 1,FREGUESIA DO O,FREGUESIA/BRASILANDIA,EMEFNILOPECANHA@SME.PREFEITURA.SP.GOV.BR,ENEIAS LUIS CARLOS BARBANTI,ENEIAS LUIS CARLOS BARBANTI 660,35053600,MUNICIPAL,1139322970,,1851,EMEF NILO PECANHA PRES,660,Norte,Norte 2,355030829000082,FREGUESIA-BRASILANDIA,1139322970 /,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35053600,997,489,"{""type"":""Point"",""coordinates"":[-46.700694425873145,-23.50378050761297]}"
2_2_2_0000000000000000003d,0,0,0,0,0,0,,,2967050,355030829,35053612,3550308,19908,35,,RAFAEL ALVES,0,0,1,1,0,0,1,0,VILA MARINA,EMEF ERICO VERISSIMO,São Paulo,São Paulo,2021,11,295,39755517,ERICO VERISSIMO,SP,3,1,0,1,EMEF ERICO VERISSIMO,"3,55031E+12",VILA REGINA,ESCOLAS AUTONOMAS,1,10101,29,35053612,3,2967000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 1,FREGUESIA DO O,FREGUESIA/BRASILANDIA,EMEFEVERISSIMO@SME.PREFEITURA.SP.GOV.BR,RAFAEL ALVES,RAFAEL ALVES 295,35053612,MUNICIPAL,1139755517,1139920329,1852,EMEF ERICO VERISSIMO,295,Norte,Norte 2,355030829000169,FREGUESIA-BRASILANDIA,1139755517 / 1139920329,EMEF,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35053612,998,,"{""type"":""Point"",""coordinates"":[-46.70636139489541,-23.478469044661576]}"
